x,y,z,intensity,return_number,number_of_returns,scan_direction_flag,edge_of_flight_line,classification,synthetic,key_point,withheld,scan_angle_rank,user_data,point_source_id,gps_time
829539.6399226801,5932628.493021062,535.59,10,1,1,0,0,1,0,0,0,19,1,2100,363512138.1957961
829539.4645597376,5932629.065033837,535.29,5,1,2,0,0,1,0,0,0,19,1,2100,363512138.1957971
829527.8706292392,5932630.592135419,534.23,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1281247
829527.5637238548,5932631.413510801,534.25,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1281256
829527.2714339909,5932632.205549858,534.24,5,1,1,0,0,2,0,0,0,19,2,2100,363512138.1281265
829527.0083746255,5932632.924253,534.27,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1281275
829528.1049142379,5932632.88008164,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.134895
829527.8710815313,5932633.510778942,534.22,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348959
829527.6080211794,5932634.229480179,534.19,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348968
829527.3011112631,5932635.02152312,534.22,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348977
829527.052670337,5932635.725557996,534.26,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348986
829528.0177839858,5932636.7080666125,534.25,5,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416671
829528.9087093287,5932630.694639598,534.24,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348924
829528.6456491473,5932631.41334064,534.21,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348933
829530.4145628422,5932630.254403825,534.12,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416591
829530.1661196918,5932630.943771177,534.14,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416599
829529.9030586566,5932631.647808432,534.19,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416608
829529.6399960846,5932632.351842685,534.15,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416617
829529.3623232795,5932633.114548193,534.19,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416626
829528.3679761186,5932632.176045699,534.24,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1348941
829531.1458684561,5932632.014277976,534.19,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484285
829530.86819285,5932632.762315599,534.19,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484294
829531.6573674503,5932630.576877315,534.23,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484267
829531.4235394552,5932631.23690731,534.19,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484276
829533.3094451313,5932630.239288413,534.24,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551933
829533.0463864858,5932630.95799191,534.28,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551943
829534.0406686037,5932631.471165446,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619621
829532.4764231249,5932632.5127336215,534.22,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551961
829532.7687104121,5932631.706028149,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551952
829533.7483770406,5932632.248538168,534.27,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619631
829533.485317541,5932632.9672401585,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.161964
829529.0992651716,5932633.847915657,534.15,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416636
829528.8361989149,5932634.5226189885,534.17,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416644
829530.6051304882,5932633.466350311,534.16,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484303
829530.342069578,5932634.170388116,534.22,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484312
829528.5585254728,5932635.285323639,534.1800000000001,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416653
829528.3100774854,5932635.9453582205,534.2,5,1,1,0,0,2,0,0,0,19,2,2100,363512138.1416662
829530.0936253155,5932634.85975374,534.1800000000001,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484321
829529.8013311778,5932635.622460413,534.1800000000001,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.148433
829531.1465009408,5932636.076916194,534.26,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552007
829531.9649158599,5932633.891470116,534.23,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.155198
829532.2133640114,5932633.231436604,534.24,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551971
829531.6726245296,5932634.668844002,534.25,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551989
829533.2076398225,5932633.7006113725,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619649
829534.0117885572,5932633.788486086,534.3,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687324
829532.9445804014,5932634.419313806,534.26,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619658
829533.7341108561,5932634.52185739,534.3,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687333
829531.4095667343,5932635.402212006,534.22,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1551998
829532.6669029234,5932635.152685807,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619667
829532.4038427494,5932635.871386986,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619676
829533.4564329423,5932635.2552284105,534.29,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687343
829533.2079872752,5932635.929929009,534.29,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687351
829533.9243390686,5932635.533825119,534.45,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755024
829533.6905075,5932636.179186282,534.33,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755033
829534.3037301311,5932630.7671297705,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619612
829535.0640253912,5932630.913676413,534.29,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687288
829534.8009665381,5932631.632379351,534.3100000000001,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687297
829535.6196205585,5932630.986922358,534.3,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1754968
829535.8680650692,5932630.312220377,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1754959
829536.4090980757,5932630.766796821,534.2,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822644
829536.1460354262,5932631.45616803,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822652
829534.5525230301,5932632.321745582,534.29,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687306
829535.3273324337,5932631.778963671,534.35,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1754978
829534.2748434688,5932633.040450905,534.3100000000001,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687315
829535.0496589801,5932632.541666942,534.32,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1754987
829535.5906852229,5932632.952243892,534.27,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822671
829536.628773674,5932633.113411032,534.21,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890352
829535.8975921957,5932632.145534633,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822661
829537.1402795296,5932631.720011212,534.3,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890334
829536.9064447191,5932632.336041106,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890342
829537.6663989391,5932630.297271453,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890315
829537.4179537374,5932630.971971788,534.25,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890324
829538.6169387246,5932631.57311228,534.26,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958008
829538.8946201757,5932630.8690734925,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1957999
829538.3392703132,5932632.365149091,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958018
829538.0762048124,5932633.0398525745,534.26,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958026
829539.9475337447,5932632.320900179,534.35,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025693
829539.669860676,5932633.083603647,534.32,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025702
829535.0791795456,5932634.345644825,534.21,5,2,2,0,0,2,0,0,0,19,2,2100,363512138.1822689
829534.77198124,5932633.275037839,534.3100000000001,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1754996
829534.5235381814,5932633.964405215,534.32,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755005
829535.3276276417,5932633.685611534,534.23,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.182268
829536.3218677302,5932633.9201224325,534.29,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890361
829536.044194959,5932634.682827283,534.3,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890371
829534.2312425073,5932634.712446079,534.34,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755015
829534.4507473038,5932635.944409638,534.55,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822707
829535.6788233054,5932635.562891937,534.71,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.189038
829537.813148267,5932633.7732219845,534.27,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958035
829537.5500844754,5932634.462591112,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958044
829539.4067991792,5932633.7876389865,534.3,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025711
829539.1437400976,5932634.506341271,534.29,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.202572
829538.5006959938,5932636.149110747,534.7,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025738
829538.8514459626,5932635.254384703,534.38,4,2,2,0,0,2,0,0,0,19,2,2100,363512138.2025729
829540.035790194,5932635.723528231,534.38,6,2,2,0,0,2,0,0,0,19,2,2100,363512138.2093414
829534.4068797053,5932635.783123951,535.72,6,1,1,0,0,1,0,0,0,19,1,2100,363512138.1822698
829536.8631913271,5932636.16404171,534.91,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958062
829537.0239384004,5932635.606701775,535.34,6,1,1,0,0,1,0,0,0,19,1,2100,363512138.1958053
829534.5237843583,5932635.328463629,536.35,4,1,2,0,0,1,0,0,0,19,1,2100,363512138.1822689
829538.573747421,5932635.738460983,535.45,2,1,2,0,0,1,0,0,0,19,1,2100,363512138.2025729
829529.5528826105,5932636.282493697,534.16,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.148434
829529.275209507,5932637.045199206,534.19,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1484349
829530.6349968184,5932637.48498427,534.21,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552025
829530.9126727597,5932636.7369465865,534.22,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552015
829530.3427073618,5932638.277024646,534.22,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552034
829530.0796467384,5932638.995725669,534.17,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552044
829532.1700132175,5932636.516752525,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619685
829531.8923356078,5932637.25012468,534.27,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619694
829532.6526380699,5932637.440670982,534.27,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.168737
829532.9303138377,5932636.692633246,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687361
829533.442060372,5932636.839222087,534.38,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755042
829534.1584615245,5932636.751118603,534.62,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822716
829533.1643841452,5932637.587258838,534.34,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755051
829533.9100116328,5932637.396486885,534.64,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822725
829531.6146623456,5932638.012829669,534.28,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619703
829532.3749599734,5932638.174042215,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.168738
829531.3515977727,5932638.702198604,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619712
829532.1265187021,5932638.87807613,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687388
829532.6090330436,5932639.08333555,534.35,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755069
829532.8867152155,5932638.379296346,534.33,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.175506
829533.6323382098,5932638.15919127,534.63,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822735
829533.3838938867,5932638.8632187955,534.44,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822744
829529.5681369376,5932640.359797491,534.21,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552061
829529.8165835085,5932639.685097671,534.24,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552052
829531.0885378829,5932639.42090104,534.25,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619721
829530.7962462903,5932640.19827538,534.27,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619731
829529.2904648205,5932641.137167547,534.17,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552071
829529.0274027442,5932641.841204236,534.1800000000001,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552079
829530.2701261202,5932641.635680184,534.24,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619749
829531.0450428948,5932641.782225076,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687425
829530.5331861436,5932640.916977592,534.25,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.161974
829531.8488410137,5932639.611448478,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687398
829532.3605930499,5932639.802034076,534.29,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755079
829531.5711675072,5932640.374153333,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687407
829532.1267609639,5932640.4327330105,534.29,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755087
829533.1354511831,5932639.5672497535,534.35,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822753
829534.1004575029,5932639.83110352,534.55,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890434
829532.8577717736,5932640.2859566435,534.4,6,2,2,0,0,2,0,0,0,19,2,2100,363512138.1822763
829533.8373966824,5932640.5351419365,534.61,10,2,2,0,0,2,0,0,0,19,2,2100,363512138.1890443
829531.3081056371,5932641.078190029,534.29,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687416
829531.8198528549,5932641.239441884,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755097
829532.6239426133,5932640.945985368,534.3,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822772
829531.5567937564,5932641.958146231,534.32,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755106
829532.3316571203,5932641.767357913,534.27,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822782
829533.5743371071,5932641.253844944,534.61,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890452
829533.2674260314,5932642.0312238475,534.69,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890461
829535.4157639941,5932636.296256414,534.57,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890389
829535.1527043439,5932637.014958448,534.55,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890399
829536.6439787634,5932636.809396982,534.6800000000001,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958071
829536.366299895,5932637.528104092,534.74,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.195808
829534.8896428634,5932637.718994976,534.5600000000001,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890408
829534.6411972364,5932638.393695806,534.5600000000001,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890416
829534.3781351754,5932639.097731422,534.54,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.1890425
829536.1324674934,5932638.15880161,534.7,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958089
829535.8694080127,5932638.877504156,534.69,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958097
829538.2376333141,5932636.853144274,534.62,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025747
829538.0038010664,5932637.483841794,534.58,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025756
829539.6850368731,5932636.603585444,534.63,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093423
829539.4073620172,5932637.351624069,534.64,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093432
829537.7261245787,5932638.217215563,534.64,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025765
829537.4776819439,5932638.9065840915,534.67,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025774
829539.1589183781,5932638.040990208,534.6,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093442
829538.8812406418,5932638.77436135,534.58,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093451
829540.1532457467,5932638.832829165,534.63,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.2161135
829535.6209642178,5932639.566870645,534.66,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958106
829535.3432864678,5932640.3002424855,534.66,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958116
829537.1853920637,5932639.6986227995,534.62,8,2,2,0,0,2,0,0,0,19,2,2100,363512138.2025783
829536.9077123187,5932640.41732847,534.63,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025792
829535.0509975096,5932641.092283616,534.6800000000001,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.1958125
829534.8025521324,5932641.766985385,534.7,9,3,3,0,0,2,0,0,0,19,2,2100,363512138.1958134
829536.6738851196,5932641.077360701,534.63,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.2025801
829536.3815918455,5932641.840069139,534.66,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.202581
829538.5743365001,5932639.595738905,534.63,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.209346
829538.3112729262,5932640.285109184,534.64,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093469
829539.860957605,5932639.624870998,534.67,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.2161144
829539.5686648228,5932640.387579764,534.71,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2161154
829538.0628317402,5932640.989142764,534.62,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093479
829537.7997680833,5932641.678513129,534.63,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.2093487
829539.3202173545,5932641.047614698,534.72,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2161163
829539.0425421607,5932641.795653349,534.72,12,1,1,0,0,2,0,0,0,19,2,2100,363512138.2161171
829540.0659711187,5932641.692827016,534.74,11,1,1,0,0,2,0,0,0,19,2,2100,363512138.2228854
829539.4657778029,5932636.72101771,536.5600000000001,4,1,2,0,0,1,0,0,0,19,1,2100,363512138.2093414
829536.8784577575,5932640.21203936,535.76,4,1,2,0,0,1,0,0,0,19,1,2100,363512138.2025783
829528.2528334681,5932643.93864337,534.14,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552106
829527.9605458544,5932644.7453508135,534.15,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552116
829527.7120949479,5932645.390718833,534.15,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552125
829528.1071767557,5932647.473314091,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619822
829527.8587345452,5932648.1773479525,534.22,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619832
829527.6102877479,5932648.852048701,534.2,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619841
829527.3179927616,5932649.614756167,534.19,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.161985
829527.0403167685,5932650.362796171,534.22,3,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619859
829528.0782924796,5932649.775971663,534.24,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687526
829527.5375600572,5932651.272047157,534.23,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687545
829527.8006179896,5932650.538676601,534.22,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687536
829527.2891126497,5932651.946747123,534.1800000000001,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687554
829528.0931478547,5932651.286628435,534.27,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755224
829527.8447014855,5932651.961330441,534.28,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755233
829527.0114317039,5932652.665453477,534.19,9,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687563
829527.5816383042,5932652.665366594,534.25,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755241
829527.3185773527,5932653.38406938,534.22,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.175525
829528.1519007613,5932653.03194231,534.25,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822925
829527.0409009083,5932654.132109033,534.23,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.175526
829527.8888375725,5932653.735978562,534.22,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822933
829528.7789554356,5932642.501241005,534.25,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552088
829528.5158943901,5932643.219941987,534.19,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1552098
829529.7293877448,5932643.087754722,534.23,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619768
829530.0216814738,5932642.325046063,534.19,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619758
829531.0452870771,5932643.351548702,534.27,6,2,2,0,0,2,0,0,0,19,2,2100,363512138.1755124
829530.7673676341,5932642.530264876,534.29,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687434
829530.4896919945,5932643.2783040535,534.3100000000001,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687444
829529.4663274236,5932643.80645714,534.21,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619777
829529.1886535762,5932644.569162279,534.21,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619786
829530.2412448756,5932643.953003153,534.25,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687452
829529.9635691455,5932644.7010424305,534.27,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687462
829530.7529951843,5932644.128923051,534.28,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755134
829530.4460876493,5932644.935633899,534.32,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755143
829531.03096092,5932645.243539847,534.3,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822825
829531.29373134,5932642.662182045,534.3,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755115
829532.053977574,5932642.48606495,534.32,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.182279
829531.8201475084,5932643.131430293,534.3100000000001,7,2,2,0,0,2,0,0,0,19,2,2100,363512138.1822799
829533.004368979,5932642.764594204,534.71,7,2,2,0,0,2,0,0,0,19,2,2100,363512138.189047
829532.7705386432,5932643.409958912,534.6800000000001,7,2,2,0,0,2,0,0,0,19,2,2100,363512138.1890478
829531.5863126819,5932643.747462196,534.29,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822808
829532.5513209094,5932644.011319296,534.58,3,2,2,0,0,2,0,0,0,19,2,2100,363512138.1890487
829531.3086386891,5932644.510166728,534.27,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822817
829532.2882592985,5932644.730018834,534.47,5,2,2,0,0,2,0,0,0,19,2,2100,363512138.1890497
829533.9841355653,5932643.937768459,534.77,4,2,2,0,0,2,0,0,0,19,2,2100,363512138.1958161
829528.925591389,5932645.273199243,534.22,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619795
829528.6771442591,5932645.947898784,534.17,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619804
829529.7151201669,5932645.361076065,534.24,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687471
829528.3994686635,5932646.695938864,534.21,10,1,1,0,0,2,0,0,0,19,2,2100,363512138.1619813
829529.4374440148,5932646.109114777,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.168748
829530.7678980299,5932645.947575227,534.26,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822835
829529.9199666381,5932646.373038439,534.26,6,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755162
829530.183029609,5932645.669003065,534.3,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755152
829530.5194547945,5932646.63694449,534.3,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822844
829529.1743839113,5932646.827818102,534.24,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687489
829529.6569062347,5932647.091741133,534.24,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755171
829528.8967076672,5932647.57585692,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1687498
829529.3938443406,5932647.795778978,534.27,7,1,1,0,0,2,0,0,0,19,2,2100,363512138.1755179
829530.2563942658,5932647.355646882,534.27,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822852
829529.9933314167,5932648.059682742,534.24,8,1,1,0,0,2,0,0,0,19,2,2100,363512138.1822861
